DATE,TIME,DOY,ASY-D,ASY-H,SYM-D,SYM-H
12/01/2020,10:00.0,12,16,9,-2,-8
12/01/2020,11:00.0,12,16,10,-2,-8
12/01/2020,12:00.0,12,15,10,-2,-8
12/01/2020,13:00.0,12,16,10,-2,-8
12/01/2020,14:00.0,12,16,10,-2,-8
12/01/2020,15:00.0,12,16,10,-2,-9
12/01/2020,16:00.0,12,15,10,-2,-9
12/01/2020,17:00.0,12,15,10,-2,-9
12/01/2020,18:00.0,12,15,10,-2,-9
12/01/2020,19:00.0,12,15,10,-2,-9
12/01/2020,20:00.0,12,15,10,-2,-9
12/01/2020,21:00.0,12,15,10,-2,-8
12/01/2020,22:00.0,12,15,10,-2,-8
12/01/2020,23:00.0,12,14,10,-2,-8
12/01/2020,24:00.0,12,14,10,-2,-8
12/01/2020,25:00.0,12,14,10,-2,-8
12/01/2020,26:00.0,12,14,10,-2,-8
12/01/2020,27:00.0,12,14,10,-2,-8
12/01/2020,28:00.0,12,14,10,-2,-8
12/01/2020,29:00.0,12,14,10,-2,-8
12/01/2020,30:00.0,12,14,10,-2,-8
12/01/2020,31:00.0,12,13,10,-2,-8
12/01/2020,32:00.0,12,13,10,-2,-8
12/01/2020,33:00.0,12,13,9,-2,-8
12/01/2020,34:00.0,12,13,9,-1,-8
12/01/2020,35:00.0,12,12,10,-1,-8
12/01/2020,36:00.0,12,13,10,-1,-8
12/01/2020,37:00.0,12,13,9,-1,-7
12/01/2020,38:00.0,12,14,10,-1,-7
12/01/2020,39:00.0,12,14,9,-1,-7
12/01/2020,40:00.0,12,13,9,-1,-7
12/01/2020,41:00.0,12,13,9,-1,-7
12/01/2020,42:00.0,12,13,9,-1,-7
12/01/2020,43:00.0,12,13,10,-1,-7
12/01/2020,44:00.0,12,13,11,-1,-7
12/01/2020,45:00.0,12,14,10,-1,-7
12/01/2020,46:00.0,12,14,9,-1,-7
12/01/2020,47:00.0,12,14,9,-1,-7
12/01/2020,48:00.0,12,13,9,-1,-7
12/01/2020,49:00.0,12,13,10,-1,-7
12/01/2020,50:00.0,12,13,10,-1,-7
12/01/2020,51:00.0,12,13,10,-1,-7
12/01/2020,52:00.0,12,13,10,-1,-7
12/01/2020,53:00.0,12,13,10,-1,-7
12/01/2020,54:00.0,12,13,10,-1,-7
12/01/2020,55:00.0,12,12,10,-1,-7
12/01/2020,56:00.0,12,13,10,-1,-7
12/01/2020,57:00.0,12,13,10,0,-7
12/01/2020,58:00.0,12,13,10,-1,-7
12/01/2020,59:00.0,12,13,10,0,-6
12/01/2020,00:00.0,12,13,10,0,-7
12/01/2020,01:00.0,12,13,10,0,-7
12/01/2020,02:00.0,12,13,9,0,-7
12/01/2020,03:00.0,12,12,9,-1,-7
12/01/2020,04:00.0,12,12,9,0,-7
12/01/2020,05:00.0,12,13,9,0,-7
12/01/2020,06:00.0,12,13,10,0,-7
12/01/2020,07:00.0,12,13,10,0,-7
12/01/2020,08:00.0,12,13,11,0,-7
12/01/2020,09:00.0,12,12,11,0,-7
12/01/2020,10:00.0,12,13,11,0,-7
12/01/2020,11:00.0,12,13,11,0,-7
12/01/2020,12:00.0,12,13,11,0,-7
12/01/2020,13:00.0,12,14,11,0,-7
12/01/2020,14:00.0,12,14,11,0,-7
12/01/2020,15:00.0,12,13,11,0,-8
12/01/2020,16:00.0,12,13,11,0,-8
12/01/2020,17:00.0,12,14,11,0,-8
12/01/2020,18:00.0,12,14,11,0,-7
12/01/2020,19:00.0,12,14,11,0,-7
12/01/2020,20:00.0,12,14,11,0,-7
12/01/2020,21:00.0,12,15,10,0,-7
12/01/2020,22:00.0,12,15,10,0,-7
12/01/2020,23:00.0,12,15,10,0,-7
12/01/2020,24:00.0,12,15,9,0,-8
12/01/2020,25:00.0,12,15,9,0,-7
12/01/2020,26:00.0,12,16,9,0,-8
12/01/2020,27:00.0,12,15,9,0,-7
12/01/2020,28:00.0,12,15,9,0,-7
12/01/2020,29:00.0,12,15,9,0,-7
12/01/2020,30:00.0,12,16,8,0,-7
12/01/2020,31:00.0,12,16,8,0,-7
12/01/2020,32:00.0,12,15,8,0,-7
12/01/2020,33:00.0,12,15,8,0,-7
12/01/2020,34:00.0,12,15,8,0,-7
12/01/2020,35:00.0,12,15,8,0,-7
12/01/2020,36:00.0,12,16,8,0,-7
12/01/2020,37:00.0,12,16,7,0,-8
12/01/2020,38:00.0,12,15,6,0,-8
12/01/2020,39:00.0,12,15,6,0,-8
12/01/2020,40:00.0,12,15,7,0,-8
12/01/2020,41:00.0,12,15,7,0,-8
12/01/2020,42:00.0,12,15,7,0,-8
12/01/2020,43:00.0,12,15,7,0,-8
12/01/2020,44:00.0,12,16,6,0,-8
12/01/2020,45:00.0,12,15,6,0,-8
12/01/2020,46:00.0,12,15,6,0,-8
12/01/2020,47:00.0,12,15,7,0,-8
12/01/2020,48:00.0,12,15,7,0,-8
12/01/2020,49:00.0,12,15,6,0,-8
12/01/2020,50:00.0,12,15,7,0,-8
12/01/2020,51:00.0,12,15,7,0,-8
12/01/2020,52:00.0,12,16,7,0,-8
12/01/2020,53:00.0,12,15,7,0,-8
12/01/2020,54:00.0,12,15,7,0,-8
12/01/2020,55:00.0,12,15,6,0,-8
12/01/2020,56:00.0,12,15,6,0,-8
12/01/2020,57:00.0,12,15,6,0,-8
12/01/2020,58:00.0,12,15,6,0,-8
12/01/2020,59:00.0,12,15,7,0,-8
12/01/2020,00:00.0,12,14,8,-1,-8
12/01/2020,01:00.0,12,15,8,-1,-8
12/01/2020,02:00.0,12,15,8,-1,-8
12/01/2020,03:00.0,12,15,8,-1,-8
12/01/2020,04:00.0,12,14,8,-1,-8
12/01/2020,05:00.0,12,14,8,-1,-9
12/01/2020,06:00.0,12,14,8,0,-8
12/01/2020,07:00.0,12,13,8,-1,-8
12/01/2020,08:00.0,12,14,9,-1,-8
12/01/2020,09:00.0,12,15,8,-1,-8
12/01/2020,10:00.0,12,14,8,-1,-8
12/01/2020,11:00.0,12,13,8,-1,-8
12/01/2020,12:00.0,12,13,8,-1,-8
12/01/2020,13:00.0,12,13,9,-1,-8
12/01/2020,14:00.0,12,13,9,-1,-8
12/01/2020,15:00.0,12,13,9,-1,-9
12/01/2020,16:00.0,12,13,9,-1,-9
12/01/2020,17:00.0,12,13,9,-1,-9
12/01/2020,18:00.0,12,12,9,-1,-9
12/01/2020,19:00.0,12,12,10,-1,-9
12/01/2020,20:00.0,12,11,9,-1,-8
12/01/2020,21:00.0,12,11,9,0,-8
12/01/2020,22:00.0,12,11,9,-1,-8
12/01/2020,23:00.0,12,11,7,0,-8
12/01/2020,24:00.0,12,10,8,0,-8
12/01/2020,25:00.0,12,11,8,0,-9
12/01/2020,26:00.0,12,10,8,0,-9
12/01/2020,27:00.0,12,10,9,0,-9
12/01/2020,28:00.0,12,9,9,-1,-9
12/01/2020,29:00.0,12,9,10,-1,-8
12/01/2020,30:00.0,12,9,10,-1,-8
12/01/2020,31:00.0,12,9,9,-1,-8
12/01/2020,32:00.0,12,8,12,-1,-8
12/01/2020,33:00.0,12,8,12,-1,-8
12/01/2020,34:00.0,12,8,11,-1,-8
12/01/2020,35:00.0,12,8,11,-1,-8
12/01/2020,36:00.0,12,7,11,-1,-8
12/01/2020,37:00.0,12,7,12,-1,-8
12/01/2020,38:00.0,12,8,12,-1,-8
12/01/2020,39:00.0,12,8,12,-1,-8
12/01/2020,40:00.0,12,7,12,-1,-8
12/01/2020,41:00.0,12,7,12,-1,-8
12/01/2020,42:00.0,12,7,13,-1,-8
12/01/2020,43:00.0,12,7,13,-1,-8
12/01/2020,44:00.0,12,7,14,-1,-8
12/01/2020,45:00.0,12,7,14,-2,-8
12/01/2020,46:00.0,12,8,14,-1,-8
12/01/2020,47:00.0,12,7,15,-2,-8
12/01/2020,48:00.0,12,7,14,-1,-9
12/01/2020,49:00.0,12,7,14,-1,-9
12/01/2020,50:00.0,12,8,15,-2,-9
12/01/2020,51:00.0,12,8,15,-2,-9
12/01/2020,52:00.0,12,9,16,-2,-9
12/01/2020,53:00.0,12,9,17,-2,-9
12/01/2020,54:00.0,12,9,17,-2,-9
12/01/2020,55:00.0,12,10,17,-2,-9
12/01/2020,56:00.0,12,11,18,-2,-10
12/01/2020,57:00.0,12,11,17,-2,-10
12/01/2020,58:00.0,12,11,18,-2,-10
12/01/2020,59:00.0,12,12,19,-2,-11
12/01/2020,00:00.0,12,12,19,-2,-10
12/01/2020,01:00.0,12,13,19,-2,-11
12/01/2020,02:00.0,12,12,19,-1,-10
12/01/2020,03:00.0,12,12,19,-1,-11
12/01/2020,04:00.0,12,12,19,-1,-11
12/01/2020,05:00.0,12,13,18,-1,-10
12/01/2020,06:00.0,12,12,19,-1,-10
12/01/2020,07:00.0,12,12,19,-1,-10
12/01/2020,08:00.0,12,13,19,-1,-10
12/01/2020,09:00.0,12,12,18,-1,-10
12/01/2020,10:00.0,12,12,18,-1,-10
12/01/2020,11:00.0,12,10,18,-1,-10
12/01/2020,12:00.0,12,9,18,-1,-10
12/01/2020,13:00.0,12,9,17,-1,-10
12/01/2020,14:00.0,12,9,17,-1,-10
12/01/2020,15:00.0,12,9,18,-1,-9
12/01/2020,16:00.0,12,9,18,-1,-9
12/01/2020,17:00.0,12,8,18,-1,-10
12/01/2020,18:00.0,12,9,17,-1,-9
12/01/2020,19:00.0,12,9,18,-1,-9
12/01/2020,20:00.0,12,9,17,-1,-10
12/01/2020,21:00.0,12,9,16,-1,-9
12/01/2020,22:00.0,12,9,16,-1,-10
12/01/2020,23:00.0,12,9,17,-1,-9
12/01/2020,24:00.0,12,9,17,-1,-9
12/01/2020,25:00.0,12,9,16,-1,-9
12/01/2020,26:00.0,12,9,16,-1,-9
12/01/2020,27:00.0,12,9,15,-1,-9
12/01/2020,28:00.0,12,9,15,-1,-9
12/01/2020,29:00.0,12,9,16,-1,-9
12/01/2020,30:00.0,12,9,16,-1,-9
12/01/2020,31:00.0,12,9,16,-1,-9
12/01/2020,32:00.0,12,9,16,-1,-8
12/01/2020,33:00.0,12,9,16,-1,-8
12/01/2020,34:00.0,12,9,17,-1,-8
12/01/2020,35:00.0,12,10,17,-1,-8
12/01/2020,36:00.0,12,10,16,-1,-8
12/01/2020,37:00.0,12,9,16,-1,-8
12/01/2020,38:00.0,12,9,16,-1,-9
12/01/2020,39:00.0,12,10,16,-1,-8
12/01/2020,40:00.0,12,9,16,-1,-8
12/01/2020,41:00.0,12,10,16,-1,-8
12/01/2020,42:00.0,12,9,16,-1,-9
12/01/2020,43:00.0,12,9,16,-1,-9
12/01/2020,44:00.0,12,9,16,-1,-9
12/01/2020,45:00.0,12,9,16,-1,-9
12/01/2020,46:00.0,12,9,16,-1,-9
12/01/2020,47:00.0,12,9,15,-1,-9
12/01/2020,48:00.0,12,9,15,-1,-9
12/01/2020,49:00.0,12,9,15,-1,-8
12/01/2020,50:00.0,12,9,15,0,-9
12/01/2020,51:00.0,12,9,15,0,-9
12/01/2020,52:00.0,12,9,15,0,-9
12/01/2020,53:00.0,12,8,15,0,-9
12/01/2020,54:00.0,12,9,15,-1,-9
12/01/2020,55:00.0,12,9,15,-1,-9
12/01/2020,56:00.0,12,9,15,-1,-9
12/01/2020,57:00.0,12,8,16,-1,-9
12/01/2020,58:00.0,12,8,16,-1,-9
12/01/2020,59:00.0,12,8,15,-1,-9
12/01/2020,00:00.0,12,8,15,-1,-9
12/01/2020,01:00.0,12,8,16,-1,-9
12/01/2020,02:00.0,12,8,16,-1,-9
12/01/2020,03:00.0,12,8,17,-1,-9
12/01/2020,04:00.0,12,8,17,-1,-9
12/01/2020,05:00.0,12,8,17,-1,-9
12/01/2020,06:00.0,12,8,17,-1,-9
12/01/2020,07:00.0,12,7,17,-1,-9
12/01/2020,08:00.0,12,7,17,-1,-9
12/01/2020,09:00.0,12,7,17,-1,-9
12/01/2020,10:00.0,12,7,17,-1,-9
12/01/2020,11:00.0,12,7,17,-1,-9
12/01/2020,12:00.0,12,7,17,-1,-9
12/01/2020,13:00.0,12,6,18,0,-9
12/01/2020,14:00.0,12,7,18,0,-9
12/01/2020,15:00.0,12,6,18,0,-9
12/01/2020,16:00.0,12,7,18,0,-9
12/01/2020,17:00.0,12,7,17,0,-9
12/01/2020,18:00.0,12,7,18,0,-9
12/01/2020,19:00.0,12,7,18,0,-9
12/01/2020,20:00.0,12,7,18,0,-9
12/01/2020,21:00.0,12,7,19,0,-9
12/01/2020,22:00.0,12,7,19,0,-9
12/01/2020,23:00.0,12,7,19,0,-9
12/01/2020,24:00.0,12,7,19,0,-9
12/01/2020,25:00.0,12,7,19,0,-9
12/01/2020,26:00.0,12,7,19,0,-9
12/01/2020,27:00.0,12,8,21,0,-10
12/01/2020,28:00.0,12,8,21,0,-9
12/01/2020,29:00.0,12,8,21,0,-10
12/01/2020,30:00.0,12,8,21,0,-10
12/01/2020,31:00.0,12,8,22,0,-10
12/01/2020,32:00.0,12,8,22,0,-10
12/01/2020,33:00.0,12,8,22,0,-10
12/01/2020,34:00.0,12,8,22,0,-10
12/01/2020,35:00.0,12,7,23,0,-10
12/01/2020,36:00.0,12,7,23,0,-10
12/01/2020,37:00.0,12,7,23,0,-10
12/01/2020,38:00.0,12,7,23,-1,-10
12/01/2020,39:00.0,12,7,23,0,-10
12/01/2020,40:00.0,12,7,23,-1,-9
12/01/2020,41:00.0,12,6,24,-1,-9
12/01/2020,42:00.0,12,6,24,0,-9
12/01/2020,43:00.0,12,6,24,-1,-9
12/01/2020,44:00.0,12,6,24,-1,-9
12/01/2020,45:00.0,12,6,24,-1,-9
12/01/2020,46:00.0,12,6,24,-1,-9
12/01/2020,47:00.0,12,6,25,-1,-10
12/01/2020,48:00.0,12,7,25,-1,-10
12/01/2020,49:00.0,12,7,25,-1,-10
12/01/2020,50:00.0,12,7,25,-1,-10
12/01/2020,51:00.0,12,7,25,-1,-10
12/01/2020,52:00.0,12,6,26,-1,-9
12/01/2020,53:00.0,12,6,26,-1,-9
12/01/2020,54:00.0,12,6,25,-1,-10
12/01/2020,55:00.0,12,5,25,-1,-10
12/01/2020,56:00.0,12,7,25,-1,-10
12/01/2020,57:00.0,12,6,25,0,-10
12/01/2020,58:00.0,12,6,25,-1,-10
12/01/2020,59:00.0,12,6,25,-1,-10
12/01/2020,00:00.0,12,6,26,-1,-10
12/01/2020,01:00.0,12,6,26,-1,-10
12/01/2020,02:00.0,12,6,26,-1,-10
12/01/2020,03:00.0,12,6,26,-1,-10
12/01/2020,04:00.0,12,6,26,-1,-10
12/01/2020,05:00.0,12,6,26,-1,-10
12/01/2020,06:00.0,12,6,26,-1,-10
12/01/2020,07:00.0,12,6,26,-1,-10
12/01/2020,08:00.0,12,6,26,-1,-10
12/01/2020,09:00.0,12,5,27,-1,-10
12/01/2020,10:00.0,12,5,27,-1,-10
12/01/2020,11:00.0,12,5,27,-1,-10
12/01/2020,12:00.0,12,5,27,-1,-10
12/01/2020,13:00.0,12,5,27,-1,-10
12/01/2020,14:00.0,12,5,28,-1,-10
12/01/2020,15:00.0,12,5,28,-1,-10
12/01/2020,16:00.0,12,5,27,-1,-10
12/01/2020,17:00.0,12,4,29,-1,-10
12/01/2020,18:00.0,12,6,29,-1,-10
12/01/2020,19:00.0,12,6,28,-1,-10
12/01/2020,20:00.0,12,4,27,-1,-10
12/01/2020,21:00.0,12,5,29,-1,-10
12/01/2020,22:00.0,12,6,29,-1,-10
12/01/2020,23:00.0,12,5,29,-1,-10
12/01/2020,24:00.0,12,5,30,-1,-10
12/01/2020,25:00.0,12,6,30,-2,-11
12/01/2020,26:00.0,12,5,30,-2,-11
12/01/2020,27:00.0,12,5,30,-2,-11
12/01/2020,28:00.0,12,5,30,-2,-11
12/01/2020,29:00.0,12,5,31,-2,-11
12/01/2020,30:00.0,12,6,30,-2,-11
12/01/2020,31:00.0,12,6,31,-2,-11
12/01/2020,32:00.0,12,5,31,-2,-11
12/01/2020,33:00.0,12,5,31,-2,-11
12/01/2020,34:00.0,12,5,31,-2,-11
12/01/2020,35:00.0,12,5,31,-2,-11
12/01/2020,36:00.0,12,6,31,-2,-11
12/01/2020,37:00.0,12,6,31,-2,-11
12/01/2020,38:00.0,12,6,32,-2,-11
12/01/2020,39:00.0,12,5,32,-2,-11
12/01/2020,40:00.0,12,6,32,-2,-10
12/01/2020,41:00.0,12,6,32,-2,-11
12/01/2020,42:00.0,12,6,32,-2,-11
12/01/2020,43:00.0,12,7,32,-2,-11
12/01/2020,44:00.0,12,7,32,-2,-11
12/01/2020,45:00.0,12,7,31,-2,-11
12/01/2020,46:00.0,12,7,30,-2,-11
12/01/2020,47:00.0,12,7,31,-2,-11
12/01/2020,48:00.0,12,8,31,-2,-11
12/01/2020,49:00.0,12,8,31,-2,-11
12/01/2020,50:00.0,12,8,31,-2,-11
12/01/2020,51:00.0,12,8,31,-2,-11
12/01/2020,52:00.0,12,8,31,-2,-11
12/01/2020,53:00.0,12,8,31,-2,-12
12/01/2020,54:00.0,12,8,31,-2,-12
12/01/2020,55:00.0,12,8,31,-2,-12
12/01/2020,56:00.0,12,8,31,-2,-12
12/01/2020,57:00.0,12,8,31,-2,-12
12/01/2020,58:00.0,12,8,31,-2,-12
12/01/2020,59:00.0,12,8,30,-2,-12
12/01/2020,00:00.0,12,7,30,-2,-12
12/01/2020,01:00.0,12,8,30,-2,-12
12/01/2020,02:00.0,12,7,30,-2,-12
12/01/2020,03:00.0,12,8,30,-2,-12
12/01/2020,04:00.0,12,8,30,-2,-12
12/01/2020,05:00.0,12,8,30,-2,-12
12/01/2020,06:00.0,12,9,30,-2,-12
12/01/2020,07:00.0,12,9,30,-2,-12
12/01/2020,08:00.0,12,9,30,-2,-12
12/01/2020,09:00.0,12,8,30,-2,-12
12/01/2020,10:00.0,12,8,30,-2,-12
12/01/2020,11:00.0,12,8,30,-2,-12
12/01/2020,12:00.0,12,8,30,-2,-11
12/01/2020,13:00.0,12,9,30,-2,-11
12/01/2020,14:00.0,12,9,30,-2,-11
12/01/2020,15:00.0,12,10,29,-3,-11
12/01/2020,16:00.0,12,10,29,-3,-11
12/01/2020,17:00.0,12,10,29,-3,-11
12/01/2020,18:00.0,12,10,29,-3,-11
12/01/2020,19:00.0,12,10,29,-3,-12
12/01/2020,20:00.0,12,10,29,-3,-12
12/01/2020,21:00.0,12,9,29,-3,-12
12/01/2020,22:00.0,12,9,30,-3,-13
12/01/2020,23:00.0,12,9,30,-3,-13
12/01/2020,24:00.0,12,8,29,-3,-14
12/01/2020,25:00.0,12,8,29,-2,-14
12/01/2020,26:00.0,12,8,31,-2,-14
12/01/2020,27:00.0,12,8,30,-2,-14
12/01/2020,28:00.0,12,8,31,-2,-14
12/01/2020,29:00.0,12,9,31,-2,-14
12/01/2020,30:00.0,12,8,32,-2,-14
12/01/2020,31:00.0,12,8,31,-2,-14
12/01/2020,32:00.0,12,8,30,-2,-15
12/01/2020,33:00.0,12,9,30,-2,-15
12/01/2020,34:00.0,12,8,30,-2,-15
12/01/2020,35:00.0,12,8,31,-2,-14
12/01/2020,36:00.0,12,8,30,-2,-15
12/01/2020,37:00.0,12,8,30,-2,-15
12/01/2020,38:00.0,12,7,31,-2,-15
12/01/2020,39:00.0,12,7,31,-2,-15
12/01/2020,40:00.0,12,7,32,-2,-15
12/01/2020,41:00.0,12,7,32,-2,-15
12/01/2020,42:00.0,12,7,32,-2,-15
12/01/2020,43:00.0,12,7,31,-2,-14
12/01/2020,44:00.0,12,7,31,-2,-14
12/01/2020,45:00.0,12,7,31,-2,-14
12/01/2020,46:00.0,12,7,32,-2,-14
12/01/2020,47:00.0,12,7,32,-2,-14
12/01/2020,48:00.0,12,6,32,-2,-14
12/01/2020,49:00.0,12,6,31,-2,-14
12/01/2020,50:00.0,12,6,32,-2,-14
12/01/2020,51:00.0,12,6,32,-2,-13
12/01/2020,52:00.0,12,6,31,-2,-14
12/01/2020,53:00.0,12,6,31,-2,-13
12/01/2020,54:00.0,12,5,30,-2,-14
12/01/2020,55:00.0,12,5,30,-2,-14
12/01/2020,56:00.0,12,5,30,-2,-14
12/01/2020,57:00.0,12,5,31,-2,-14
12/01/2020,58:00.0,12,4,30,-2,-15
12/01/2020,59:00.0,12,5,30,-2,-14
12/01/2020,00:00.0,12,4,31,-2,-15
12/01/2020,01:00.0,12,4,31,-2,-15
12/01/2020,02:00.0,12,5,31,-2,-15
12/01/2020,03:00.0,12,5,31,-2,-15
12/01/2020,04:00.0,12,5,31,-2,-15
12/01/2020,05:00.0,12,5,30,-2,-15
12/01/2020,06:00.0,12,5,30,-2,-15
12/01/2020,07:00.0,12,5,30,-1,-15
12/01/2020,08:00.0,12,5,30,-2,-15
12/01/2020,09:00.0,12,4,31,-2,-15
12/01/2020,10:00.0,12,5,31,-1,-15
12/01/2020,11:00.0,12,5,31,-2,-15
12/01/2020,12:00.0,12,5,30,-1,-15
12/01/2020,13:00.0,12,5,30,-2,-16
12/01/2020,14:00.0,12,5,30,-2,-16
12/01/2020,15:00.0,12,5,30,-1,-16
12/01/2020,16:00.0,12,5,30,-1,-16
12/01/2020,17:00.0,12,5,30,-1,-16
12/01/2020,18:00.0,12,5,30,-2,-16
12/01/2020,19:00.0,12,5,29,-1,-16
12/01/2020,20:00.0,12,5,29,-1,-16
12/01/2020,21:00.0,12,5,30,-1,-16
12/01/2020,22:00.0,12,5,30,-1,-16
12/01/2020,23:00.0,12,5,29,-1,-16
12/01/2020,24:00.0,12,5,29,-1,-16
12/01/2020,25:00.0,12,5,29,-1,-16
12/01/2020,26:00.0,12,5,29,-1,-16
12/01/2020,27:00.0,12,5,29,-1,-16
12/01/2020,28:00.0,12,5,28,-1,-16
12/01/2020,29:00.0,12,5,29,-1,-17
12/01/2020,30:00.0,12,5,29,-1,-16
12/01/2020,31:00.0,12,5,29,-1,-17
12/01/2020,32:00.0,12,5,30,-1,-16
12/01/2020,33:00.0,12,5,30,-1,-16
12/01/2020,34:00.0,12,5,30,-1,-16
12/01/2020,35:00.0,12,5,31,-1,-16
12/01/2020,36:00.0,12,5,31,-1,-16
12/01/2020,37:00.0,12,5,31,-1,-16
12/01/2020,38:00.0,12,5,31,-1,-16
12/01/2020,39:00.0,12,5,33,-1,-16
12/01/2020,40:00.0,12,5,33,-1,-16
12/01/2020,41:00.0,12,5,33,-1,-16
12/01/2020,42:00.0,12,5,32,-1,-16
12/01/2020,43:00.0,12,6,32,-1,-16
12/01/2020,44:00.0,12,6,33,-1,-16
12/01/2020,45:00.0,12,6,33,-1,-17
12/01/2020,46:00.0,12,6,32,-1,-17
12/01/2020,47:00.0,12,6,32,-1,-17
12/01/2020,48:00.0,12,6,32,-1,-17
12/01/2020,49:00.0,12,7,33,-1,-17
12/01/2020,50:00.0,12,7,32,-1,-17
12/01/2020,51:00.0,12,6,32,-1,-17
12/01/2020,52:00.0,12,7,32,-1,-17
12/01/2020,53:00.0,12,7,32,-1,-17
12/01/2020,54:00.0,12,7,32,-1,-17
12/01/2020,55:00.0,12,7,32,-1,-16
12/01/2020,56:00.0,12,8,32,-1,-16
12/01/2020,57:00.0,12,7,31,-1,-16
12/01/2020,58:00.0,12,7,31,-1,-16
12/01/2020,59:00.0,12,8,32,-1,-15
12/01/2020,00:00.0,12,8,32,-1,-15
12/01/2020,01:00.0,12,8,32,-1,-15
12/01/2020,02:00.0,12,9,32,-1,-15
12/01/2020,03:00.0,12,9,32,-1,-15
12/01/2020,04:00.0,12,9,31,-1,-15
12/01/2020,05:00.0,12,9,33,-1,-15
12/01/2020,06:00.0,12,9,33,0,-15
12/01/2020,07:00.0,12,9,32,0,-15
12/01/2020,08:00.0,12,9,32,0,-15
12/01/2020,09:00.0,12,9,32,0,-15
12/01/2020,10:00.0,12,8,32,0,-15
12/01/2020,11:00.0,12,9,31,0,-15
12/01/2020,12:00.0,12,9,30,0,-14
12/01/2020,13:00.0,12,9,30,0,-14
12/01/2020,14:00.0,12,9,30,0,-14
12/01/2020,15:00.0,12,9,30,0,-14
12/01/2020,16:00.0,12,9,30,0,-14
12/01/2020,17:00.0,12,10,30,0,-13
12/01/2020,18:00.0,12,10,30,0,-14
12/01/2020,19:00.0,12,11,30,1,-13
12/01/2020,20:00.0,12,10,30,1,-13
12/01/2020,21:00.0,12,10,30,1,-13
12/01/2020,22:00.0,12,10,29,1,-13
12/01/2020,23:00.0,12,10,29,1,-13
12/01/2020,24:00.0,12,11,29,1,-13
12/01/2020,25:00.0,12,10,28,1,-13
12/01/2020,26:00.0,12,10,28,1,-13
12/01/2020,27:00.0,12,10,28,1,-13
12/01/2020,28:00.0,12,10,27,1,-12
12/01/2020,29:00.0,12,11,28,1,-12
12/01/2020,30:00.0,12,11,28,1,-12
12/01/2020,31:00.0,12,11,26,1,-12
12/01/2020,32:00.0,12,11,26,2,-12
12/01/2020,33:00.0,12,11,26,2,-12
12/01/2020,34:00.0,12,11,26,2,-12
12/01/2020,35:00.0,12,11,26,2,-11
12/01/2020,36:00.0,12,12,26,2,-11
12/01/2020,37:00.0,12,12,26,2,-11
12/01/2020,38:00.0,12,12,25,2,-12
12/01/2020,39:00.0,12,12,25,2,-11
12/01/2020,40:00.0,12,12,25,2,-11
12/01/2020,41:00.0,12,13,25,2,-11
12/01/2020,42:00.0,12,13,25,2,-11
12/01/2020,43:00.0,12,13,25,2,-11
12/01/2020,44:00.0,12,13,25,2,-11
12/01/2020,45:00.0,12,14,25,2,-11
12/01/2020,46:00.0,12,13,25,3,-11
12/01/2020,47:00.0,12,14,25,3,-11
12/01/2020,48:00.0,12,14,25,3,-11
12/01/2020,49:00.0,12,14,25,3,-11
12/01/2020,50:00.0,12,14,25,3,-11
12/01/2020,51:00.0,12,14,25,3,-11
12/01/2020,52:00.0,12,14,25,3,-11
12/01/2020,53:00.0,12,15,25,3,-11
12/01/2020,54:00.0,12,15,24,3,-11
12/01/2020,55:00.0,12,15,24,3,-11
12/01/2020,56:00.0,12,15,24,3,-11
12/01/2020,57:00.0,12,15,24,3,-11
12/01/2020,58:00.0,12,16,24,3,-11
12/01/2020,59:00.0,12,16,24,3,-11
12/01/2020,00:00.0,12,16,24,3,-11
12/01/2020,01:00.0,12,16,24,3,-11
12/01/2020,02:00.0,12,16,24,3,-10
12/01/2020,03:00.0,12,16,23,3,-10
12/01/2020,04:00.0,12,17,23,3,-10
12/01/2020,05:00.0,12,17,23,3,-10
12/01/2020,06:00.0,12,17,23,4,-10
12/01/2020,07:00.0,12,17,23,4,-10
12/01/2020,08:00.0,12,17,23,4,-10
12/01/2020,09:00.0,12,17,23,4,-10
12/01/2020,10:00.0,12,17,23,4,-10
12/01/2020,11:00.0,12,17,23,4,-10
12/01/2020,12:00.0,12,18,24,4,-10
12/01/2020,13:00.0,12,18,23,4,-10
12/01/2020,14:00.0,12,18,23,4,-10
12/01/2020,15:00.0,12,18,23,4,-10
12/01/2020,16:00.0,12,18,23,4,-10
12/01/2020,17:00.0,12,18,23,4,-10
12/01/2020,18:00.0,12,17,23,4,-10
12/01/2020,19:00.0,12,17,23,4,-10
12/01/2020,20:00.0,12,18,23,4,-10
12/01/2020,21:00.0,12,17,23,4,-10
12/01/2020,22:00.0,12,17,23,4,-10
12/01/2020,23:00.0,12,18,23,4,-10
12/01/2020,24:00.0,12,18,23,4,-10
12/01/2020,25:00.0,12,18,23,4,-10
12/01/2020,26:00.0,12,18,23,4,-10
12/01/2020,27:00.0,12,18,23,5,-10
12/01/2020,28:00.0,12,18,22,5,-10
12/01/2020,29:00.0,12,19,21,5,-9
12/01/2020,30:00.0,12,19,22,5,-10
12/01/2020,31:00.0,12,19,21,5,-9
12/01/2020,32:00.0,12,19,21,5,-9
12/01/2020,33:00.0,12,19,21,5,-9
12/01/2020,34:00.0,12,19,21,5,-9
12/01/2020,35:00.0,12,20,20,5,-9
